URL,Title,Price,Pictures,Category,"OLX category","OLX category URL",Description
https://mobilmedia.ba/informatika/microsoft-xbox-360-e-500gb.html,"Microsoft Xbox 360 E 500GB","299,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/m/i/microsoft_xbox_360_e_500gb_a.png,Konzole,https://www.olx.ba/objava/brzaobjava/292," Konzola XBOX 360 opremljena je tvrdim diskom kapaciteta 500 GB. On-line povezanost konzole osigurana je Ethernet sučeljem i ugrađenim Wi-Fi modulom za olak&scaron;an pristup svim dostupnim mrežnim sadržajima. Broj USB priključaka stabiliziran je u ovoj verziji na 4, a izlaz na uređaj za prikaz osigurava HDMI i standardni AV izlaz. Xbox 360 500GB E konzola uključuje: Xbox 360 E konzola 1 crni bežični kontroler Ugrađeni Wi-Fi "
https://mobilmedia.ba/informatika/mis-eshark-esl-m3-aikuchi.html,"Miš eShark ESL-M3 AIKUCHI","69,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/a/i/aikuchi1.jpg,Miševi,https://www.olx.ba/objava/brzaobjava/162," Type: 8D - 8 tastera Chipset: Pixart 3330 Tip senzora: Optički Resolucija: 7200 DPI Stopa anketiranja: 1000Hz ultrapoling Ubrzanje: 30 G Životni vijek: 20 miliona puta Osvjetljenje: RGB sa 16.8 miliona prilagodljivih boja Boja: Crna Interfejs: USB 2.0 Dužina kabla: 1.8m Dimenzije (mm): 124 x 68 x 43 Težina: 150g Materijal: Pu "
https://mobilmedia.ba/informatika/tastatura-eshark-esl-k1-kodachi.html,"Tastatura eShark ESL-K1 KODACHI","149,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/k/o/koda_1.jpg,Tastature,https://www.olx.ba/objava/brzaobjava/170," Životni vijek: 50 miliona puta Dimenzije (mm): 358 x 152 x 35 Boja: Crna Broj ključeva: 87 Anti-Ghosting: 87 tastera Materijal: PU Pozadinsko osvjetljenje: RGB sa 16,8 miliona prilagodljivih boja Prekidač: OUTEMU mehanički - crveni (sa 4 dodatna plava) Ključna težina: 70g Izgled: SAD Težina: 1015 g Pleteni kabel Dužina kabla: 2m - odvojiva Interfejs: USB 2.0 "
https://mobilmedia.ba/informatika/podloga-za-stolicu-podna-eshark-esl-cm1-tatami.html,"Podloga za Stolicu podna eShark ESL-CM1 TATAMI","57,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/a/gaming-chair-podloga1_1.jpg,"Oprema za gamere",https://www.olx.ba/objava/brzaobjava/923," Dimenzije (cm): 120cm (R) x 0,4cm Jastuk za glavu i leđa Potrebno je sastavljanje Blokada nagiba Naslon za leđa Nasloni za ruke Materijal: Ćelijska guma Boja: Crna / zelena "
https://mobilmedia.ba/informatika/ruksak-eshark-esl-bp1-15-6-guruwa.html,"Ruksak eShark ESL-BP1 15,6"" GURUWA","79,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/g/u/guruwa_1.jpg,"Torbe za laptope",https://www.olx.ba/objava/brzaobjava/1493," Vanjski materijal: 210D Vodootporni materijal Broj odjeljaka: 2 glavna odjeljka s patentnim zatvaračem, vi&scaron;e odjeljaka unutar ruksaka Za prijenosna računala do: do 15,6 Dimenzije (mm): 350mm x 500mm x 210mm Materijal: najlon + EVA Boja: Crna "
https://mobilmedia.ba/informatika/mis-white-shark-gmp-1901-black-foot-podloga.html,"Miš White Shark GMP-1901 BLACK FOOT + Podloga","19,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/o/top_mousepad_3.jpg,Miševi,https://www.olx.ba/objava/brzaobjava/162," Mi&scaron; 6D dizajn Opremljen sa &scaron;est gumba omogućavajući brzu igru. Pixart senzor optimiziran za gaming Opremljen Pixart 3168 optičkim senzorom s rezolucijom do 3200 DPI-a. Brzo pode&scaron;avanje DPI-a Podesivi DPI gumb omogućuje mijenjanje između 800/1600/2400/3200 DPI-a, pružajući optimalnu razinu preciznosti za svaku igru. Osvjetljenje LED osvjetljenje u četiri boje. Gumeni premaz Pobolj&scaron;ava stisak i onemogućuava sklizanje prstiju. Plug and play Ne zahtijeva dodatan software. Podloga za mi&scaron; Kompatiilna sa većinom kompjuterskih mi&scaron;eva Možete ju koristiti s va&scaron;im trenutnim setup-om bez pote&scaron;koća. Donja strana protiv klizanja Budite sigurni da je va&scaron; mi&scaron; jedino &scaron;to se kreće na stolu. Roll-Up dizajn Lako za preno&scaron;enje. "
https://mobilmedia.ba/informatika/mis-white-shark-gm-5002-octavius-rgb.html,"Miš White Shark GM-5002 OCTAVIUS RGB","29,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/b/a/back_side_ot.jpg,Miševi,https://www.olx.ba/objava/brzaobjava/162," 6D dizajn Opremljen sa &scaron;est gumba omogućavajući brzu igru. Sunplus senzor optimiziran za gaming Opremljen SUNPLUS 199 optičkim senzorom s rezolucijom do 6400DPI. Brzo pode&scaron;avanje DPI-a DPI gumb omogućuje brzu promjenu između 800/1600/2400/3200/4800/6400 DPI-a, pružajući optimalnu razinu preciznosti za svaku igru. RGB osvjetljenje Potpuna kontrola i izbor RGB osvjetljenja putem software-a. Gumeni premaz Pobolj&scaron;ava stisak i onemogućava sklizanje prstiju. "
https://mobilmedia.ba/informatika/mis-white-shark-gm-5001-shaka-zulu.html,"Miš White Shark GM-5001 SHAKA ZULU","35,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/m/_mg_9019.jpg,Miševi,https://www.olx.ba/objava/brzaobjava/162," 7D dizajn Opremljen sa sedam gumba omogućavajući brzu igru. Sunplus senzor optimiziran za gaming Opremljen INSTANT A724 optičkim senzorom s rezolucijom do 4800DPI. Brzo pode&scaron;avanje DPI-a Podesivi DPI gumb omogućuje mijenjanje između 1000/1600/2000/2400/3200/4800 DPI-a, pružajući optimalnu razinu preciznosti za svaku igru. Promjenjiva težina 4 utega mase po 4 grama omogućuju personaliziranje težine mi&scaron;a. Osvjetljenje u 7 boja Di&scaron;uća svjetla u bijeloj, žutoj, zelenoj, crvenoj, rozoj, ljubičastoj i plavoj boji. Gumeni premaz Pobolj&scaron;ava stisak i onemogućava sklizanje prstiju. "
https://mobilmedia.ba/informatika/mis-white-shark-gm-1606-marcus.html,"Miš White Shark GM-1606 MARCUS","26,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/4/1/419754148432911284107985032_side.jpg,Miševi,https://www.olx.ba/objava/brzaobjava/162," 7D dizajn Opremljen sa sedam gumba omogućavajući brzu igru. Sunplus senzor optimiziran za gaming Opremljen Sunplus 621 optičkim senzorom s rezolucijom do 4800DPI i frekvencijom do 1000Hz. Brzo pode&scaron;avanje DPI-a Podesivi DPI gumb omogućuje mijenjanje između 1000/1500/2500/4800 DPI-a, pružajući optimalnu razinu preciznosti za svaku igru. Osvjetljenje u 7 boja Di&scaron;uća svjetla u bijeloj, žutoj, narančastoj, crvenoj, rozoj, ljubičastoj i plavoj boji. Gumeni premaz Pobolj&scaron;ava stisak i onemogućava sklizanje prstiju. &nbsp; "
https://mobilmedia.ba/informatika/mis-white-shark-gm-9001-miyamoto.html,"Miš White Shark GM-9001 MIYAMOTO","39,90KM",https://mobilmedia.ba/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/_/m/_mg_8944.jpg,Miševi,https://www.olx.ba/objava/brzaobjava/162," 9D dizajn Elegantan ergonomski dizajn sa životnim cijekom od preko 10 milijuna klikova. Senzor optimiziran za gaming Visoko kvalitetni SUNPLUS 6651 optički senzor za najbolji gaming doživljaj. Podesiva rezulocija u rasponu od 500 DPI do 5000 DPI. Software Daje vam mugućnost prilagodbe mi&scaron;a va&scaron;im potrebama. Promjenjiva težina 6 utega mase po 3.9 grama omogućuju personaliziranje težine mi&scaron;a. Full RGB osvjetljenje Promjenjivo svijetlo u preko 16 milijuna boja. Gumeni premaz Pobolj&scaron;ava stisak i onemogućava sklizanje prstiju. "
