URL,Title,Price,Pictures,Category,Description
https://www.tronex.ba/katalog/kafe-aparat-delonghi-magnifica-04-110-b,"Kafe aparat Delonghi Magnifica 04.110.B","499,00",https://www.tronex.ba/wp-content/uploads/Delonghi-ESAM-ESAM04.110.B-Magnifica-1-400x400.jpg,"Aparati za kavu","<div class=""tab-content-scroll"">
                        
<p>Model: ESAM04.110.B</p>
<p>Automatski aparat na principu &#8220;od zrna do šalice&#8221; sa mogućnošću prilagodbe vaše kave kakvu volite. Opremljena sa manualnim cappucino uređajem za laganu pripremu odličnog cappucina ili vrućeg mlijeka i sa držačem šalice.</p>
<ul>
<li>Dimenzije (cm): 28&#215;40.5&#215;36</li>
<li>Težina (kg): 10</li>
<li>Voltaža / Frekvencija (V~Hz): 220/240~50/60</li>
<li>Snaga (W): 1450</li>
<li>Izaberite omiljenu boju: Crna</li>
<li>Kontrola arome: ✓</li>
<li>Automatsko zatvaranje ISKLJUČENO: ✓</li>
<li>Korištenje kave u prahu: ✓</li>
<li>Držač za šalice: ✓</li>
<li>Program za čišćenje, brisanje i otklanjanje kamenca: ✓</li>
<li>Funkcija štednje energije: ✓</li>
<li>Novi tihi mlinac sa 13 postavki: ✓</li>
<li>Prekidač za dovod energije: ✓</li>
<li>Programiranje tvrdoće vode: ✓</li>
<li>Brza para: ✓</li>
<li>Odvojivi podložak za kapanje sa indikatorom razine: ✓</li>
<li>Odvojiva cjediljka: ✓</li>
<li>Odvojivi spremnik za vodu: ✓</li>
<li>Odabir za 1 šalicu: ✓</li>
<li>Odabir za 2 šalice: ✓</li>
<li>Stand-by funkcija: ✓</li>
<li>Elektronski prikazivač: 2 text lines</li>
<li>Kapacitet spremnika za kavu u zrnu: 200</li>
<li>Pritisak pumpe (bar): 15</li>
<li>Razina raspršivanja minimum/maksimun: 90/120</li>
<li>Spremnik za mljevenu kavu (n°): 14</li>
</ul>
                    </div>"
https://www.tronex.ba/katalog/kafe-aparat-delonghi-magnifica,"Kafe aparat Delonghi Magnifica 03.120.SB","499,00",https://www.tronex.ba/wp-content/uploads/ESAM-03.120.S-0-400x400.jpg,"Aparati za kavu","<div class=""tab-content-scroll"">
                        
<div class=""tlid-input input"">
<div class=""source-wrap"">
<div class=""input-full-height-wrapper tlid-input-full-height-wrapper"">
<div class=""source-input"">
<div class=""source-footer-wrap source-or-target-footer"">
<div class=""character-count tlid-character-count""></div>"
https://www.tronex.ba/katalog/mikser-stapni-switch-on,"Mikser štapni Switch On","35,00",https://www.tronex.ba/wp-content/uploads/Mikser-štapni-SWITCH-ON-Set-HB-F0211-1-400x400.jpg,"Kućanski aparati","<div class=""tab-content-scroll"">
                        
<p>Model: HB-F0211</p>
<p>2 razine snage<br />
Blender i mješalica<br />
Mjerna čaša i multi-drobilica<br />
600W snage<br />
Sa šalicom za pripremu<br />
Dizajn u crnoj boji &#8211; nehrđajući čelik</p>
                    </div>"
https://www.tronex.ba/katalog/pegla-tefal-fv1526,"Pegla Tefal FV1526","35,00",https://www.tronex.ba/wp-content/uploads/Pegla-na-paru-Tefal-FV1526-1-400x400.jpg,"Kućanski aparati","<div class=""tab-content-scroll"">
                        
<p>Neprijanjuajuća podloga<br />
Funkcija protiv kapanja<br />
Raspršivač<br />
Promjenjivi udar pare: 0-25 g/min<br />
Dodatni udar pare: 90 g/min<br />
Ručno postavljanje pare i temperature<br />
Postavka protiv kamenca<br />
Snaga: 2000W<br />
kapacitet spremnika: 250 ml</p>
                    </div>"
https://www.tronex.ba/katalog/usisivac-rowenta-ro2711,"Usisivač Rowenta RO2711","119,00",https://www.tronex.ba/wp-content/uploads/Usisivač-Rowenta-RO2711-3-400x400.jpg,"Kućanski aparati","<div class=""tab-content-scroll"">
                        
<p>Ciklonski usisivač bez vrećice Rowenta City Space Cyclonic RO2712EA</p>
<p>Kompaktni dizajn<br />
Snažna usisna mlaznica visokih performansi<br />
Siguran motor<br />
Odvojivi usisni odjeljak<br />
Maksimalna ulazna snaga: 750W<br />
Godišnja potrošnja energije: 28kWh<br />
Razina buke: 78dB<br />
Operativni radijus: 7,65m<br />
Duljina kabela: 5m</p>
                    </div>"
https://www.tronex.ba/katalog/mlin-za-kavu-elit,"Mlin za kavu Elit CG-17","29,00",https://www.tronex.ba/wp-content/uploads/Mlin-za-kavu-Elit-CG-17-400x400.jpg,"Aparati za kavu","<div class=""tab-content-scroll"">
                        
<p>Model: Elit CG-17</p>
<p>Snaga 150 W<br />
Kapacitet 50gms<br />
Kućište i oštrice od nehrđajućeg čelika<br />
Plavo LED svjetlo na prekidaču<br />
Sigurnosni sustav zaključavanja<br />
Protuklizne nogice</p>
                    </div>"
https://www.tronex.ba/katalog/daska-za-peglanje-braun,"Daska za peglanje Braun IB3001","129,00",https://www.tronex.ba/wp-content/uploads/Daska-za-peglanje-Braun-IB3001-400x400.jpg,Ostalo,"<div class=""tab-content-scroll"">
                        
<p>Model: Braun IB3001</p>
<p>Boja: Sivo/crno<br />
Visina podesiva: 77,5 – 96cm (7 razina podešavanja)<br />
Površina: 122 x 40cm<br />
Promjer nogu: 40mm<br />
Dimenzija podloge za peglu: 44 x 28cm</p>
                    </div>"
https://www.tronex.ba/katalog/usisivac-robot-rowenta,"Usisivač robot Rowenta RR6925","249,00",https://www.tronex.ba/wp-content/uploads/Usisivač-robot-Rowenta-RR6925-400x400.jpg,"Kućanski aparati","<div class=""tab-content-scroll"">
                        
<p>Za odlično iskustvo čišćenja i zadovoljavajuće rezultate, Rowenta Smart Force™ Essential, automatski usisavač koji kombinira kvalitativnu tehnologiju, aktivnu motoriziranu četku i bočne četke, koji ga čine izvrsnim saveznikom za čišćenje prašine sa tvrdih podova.</p>
                    </div>"
https://www.tronex.ba/katalog/usisivac-stapni-rowenta,"Usisivač štapni Rowenta RH6751","189,00",https://www.tronex.ba/wp-content/uploads/Usisivač-Rowenta-RH6751-2-400x400.jpg,"Kućanski aparati","<div class=""tab-content-scroll"">
                        
<p>Model: RH6751</p>
<p>Bežični štapni usisivač<br />
Rad na baterije: 45min<br />
Punjenje 300min<br />
spremnik 0,6L</p>
                    </div>"
https://www.tronex.ba/katalog/mini-pecnica-switch-on,"Mini pećnica Switch On MO-A0201","39,00",https://www.tronex.ba/wp-content/uploads/Mini-pećnica-SWITCH-ON-MO-A0201-400x400.png,"Kućanski aparati","<div class=""tab-content-scroll"">
                        
<p>Za pečenje, zagrijavanje i roštiljanje<br />
Prostor za kuhanje 13L<br />
Odabir samo donji grijači, samo gornji grijači, oba grijača<br />
Regulacija temperature 70-230°C<br />
60min tajmer sa signalnim tonom<br />
Snaga: 1200 W</p>
                    </div>"
